Age,Attrition,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,EducationField,MaritalStatus,PerformanceRating
35,Yes,Research & Development,Manufacturing Director,3779,2,4,3,Yes,2,Human Resources,Divorced,3
33,Yes,Research & Development,Manufacturing Director,2663,3,4,3,Yes,12,Marketing,Divorced,3
36,Yes,Sales,Sales Executive,1511,2,2,3,Yes,13,Technical Degree,Married,3
47,Yes,Sales,Sales Representative,6861,11,3,2,No,10,Marketing,Married,3
40,No,Human Resources,Manager,7360,19,4,2,No,1,Other,Divorced,3
22,No,Research & Development,Research Scientist,2903,6,4,1,No,1,Medical,Single,3
25,No,Sales,Sales Representative,7936,1,4,1,No,1,Technical Degree,Married,3
29,No,Research & Development,Healthcare Representative,4040,3,3,4,No,8,Human Resources,Divorced,3
32,Yes,Sales,Sales Executive,3521,1,3,3,No,1,Medical,Married,3
22,No,Research & Development,Manufacturing Director,5987,2,1,2,No,1,Marketing,Single,3
34,No,Research & Development,Research Director,10279,8,3,2,No,7,Life Sciences,Married,4
18,No,Sales,Manager,5139,4,1,2,No,7,Medical,Divorced,3
29,Yes,Sales,Manager,2308,12,4,3,No,16,Medical,Single,3
43,Yes,Research & Development,Research Scientist,3229,5,4,4,Yes,11,Technical Degree,Single,3
18,No,Research & Development,Healthcare Representative,3494,5,2,4,Yes,2,Marketing,Married,3
30,No,Research & Development,Manufacturing Director,3171,1,4,4,No,11,Other,Single,3
31,Yes,Sales,Manager,3774,0,1,3,No,13,Marketing,Married,3
46,No,Research & Development,Research Director,2429,0,1,4,No,2,Technical Degree,Divorced,3
35,Yes,Research & Development,Research Director,6458,0,3,4,Yes,2,Medical,Married,3
39,Yes,Human Resources,Human Resources,2523,18,1,4,No,19,Technical Degree,Single,3
41,No,Research & Development,Laboratory Technician,3533,2,2,3,No,5,Medical,Single,3
51,No,Human Resources,Human Resources,2402,3,3,3,No,7,Marketing,Divorced,3
37,Yes,Sales,Sales Representative,2343,0,2,3,Yes,2,Other,Single,3
38,No,Research & Development,Manufacturing Director,6684,3,4,4,Yes,1,Other,Single,3
43,No,Research & Development,Research Director,7428,6,4,3,Yes,15,Medical,Married,3
37,No,Research & Development,Research Director,5233,6,3,3,No,9,Marketing,Divorced,3
36,No,Research & Development,Healthcare Representative,2414,10,3,3,No,9,Technical Degree,Married,3
34,No,Research & Development,Manufacturing Director,6136,9,4,4,No,3,Technical Degree,Married,3
46,No,Sales,Manager,4238,3,3,3,No,32,Human Resources,Married,3
36,Yes,Research & Development,Research Director,8637,0,3,2,Yes,17,Human Resources,Divorced,3
42,No,Human Resources,Manager,7951,0,3,2,No,1,Human Resources,Divorced,3
29,Yes,Research & Development,Healthcare Representative,3498,6,1,1,No,11,Life Sciences,Married,3
19,No,Research & Development,Research Scientist,7959,19,1,3,No,14,Marketing,Divorced,3
32,No,Sales,Sales Representative,5525,11,4,3,Yes,11,Marketing,Divorced,3
27,Yes,Research & Development,Healthcare Representative,4090,5,4,3,No,1,Human Resources,Single,3
42,No,Sales,Sales Executive,4293,0,3,3,No,1,Human Resources,Married,3
21,No,Sales,Manager,3827,14,3,3,No,1,Medical,Divorced,3
31,No,Human Resources,Human Resources,4174,4,3,4,No,25,Marketing,Married,3
25,Yes,Sales,Sales Representative,7974,2,2,2,No,5,Other,Single,3
24,No,Research & Development,Research Director,3563,1,2,3,No,9,Human Resources,Single,3
31,No,Research & Development,Healthcare Representative,19087,5,3,3,No,1,Medical,Divorced,3
25,No,Sales,Manager,4361,4,4,4,No,3,Technical Degree,Divorced,3
19,No,Research & Development,Healthcare Representative,6733,2,1,4,No,3,Medical,Divorced,3
24,Yes,Research & Development,Research Director,3855,3,2,2,No,5,Life Sciences,Married,4
48,No,Sales,Sales Executive,6928,9,4,3,No,3,Other,Divorced,3
34,No,Sales,Sales Executive,3910,1,1,4,Yes,11,Marketing,Divorced,3
39,Yes,Human Resources,Human Resources,7214,7,1,4,No,20,Medical,Divorced,3
34,No,Research & Development,Healthcare Representative,6636,5,1,4,Yes,2,Marketing,Married,3
24,No,Research & Development,Healthcare Representative,6616,0,4,4,No,5,Technical Degree,Single,4
18,Yes,Research & Development,Manufacturing Director,16471,4,4,3,No,2,Other,Divorced,3
32,No,Research & Development,Research Director,3980,7,3,4,No,20,Life Sciences,Married,4
24,No,Research & Development,Laboratory Technician,8013,28,2,2,No,1,Other,Married,4
54,No,Research & Development,Research Director,7048,4,1,3,No,4,Life Sciences,Single,3
31,No,Sales,Sales Executive,3904,3,4,4,No,8,Marketing,Married,3
38,No,Sales,Manager,5026,2,4,2,Yes,6,Technical Degree,Single,3
36,No,Sales,Sales Representative,12640,0,2,2,No,1,Medical,Single,3
41,No,Sales,Sales Representative,4241,8,1,4,No,16,Medical,Married,3
30,Yes,Research & Development,Research Scientist,14837,0,1,2,No,7,Marketing,Single,3
44,No,Sales,Sales Executive,4774,3,3,4,No,6,Medical,Married,4
34,Yes,Research & Development,Research Scientist,6096,2,1,4,No,2,Technical Degree,Divorced,3
38,No,Human Resources,Manager,9112,6,3,3,No,1,Technical Degree,Married,3
18,Yes,Research & Development,Research Scientist,4589,5,1,3,Yes,1,Medical,Divorced,3
54,No,Research & Development,Healthcare Representative,2830,9,3,3,No,4,Marketing,Divorced,3
35,Yes,Research & Development,Laboratory Technician,4484,6,2,1,No,2,Life Sciences,Divorced,4
30,Yes,Research & Development,Laboratory Technician,6742,1,3,2,No,3,Marketing,Married,3
32,Yes,Sales,Sales Executive,6205,0,3,4,No,1,Human Resources,Divorced,3
41,Yes,Human Resources,Manager,9285,2,3,1,No,11,Life Sciences,Married,4
37,No,Sales,Sales Representative,4100,8,4,2,Yes,6,Human Resources,Divorced,3
49,No,Research & Development,Research Director,4618,6,4,2,No,2,Other,Single,3
19,No,Sales,Sales Representative,4300,2,4,2,No,37,Technical Degree,Married,3
42,Yes,Research & Development,Laboratory Technician,4565,0,3,3,No,1,Technical Degree,Single,3
40,Yes,Research & Development,Laboratory Technician,5341,12,1,3,No,3,Medical,Single,3
40,No,Research & Development,Research Scientist,4792,0,4,3,No,15,Medical,Single,3
21,No,Research & Development,Healthcare Representative,2605,18,4,2,Yes,5,Life Sciences,Married,3
37,No,Research & Development,Healthcare Representative,2753,0,2,3,No,34,Human Resources,Single,4
44,No,Research & Development,Research Director,3061,16,2,4,No,33,Other,Single,3
37,Yes,Human Resources,Human Resources,4416,5,3,2,No,1,Life Sciences,Married,3
31,No,Sales,Sales Representative,3404,3,2,3,No,11,Human Resources,Married,3
29,No,Sales,Sales Representative,6347,10,2,3,No,17,Medical,Divorced,3
40,No,Research & Development,Research Scientist,3357,16,3,3,No,6,Other,Single,3
31,No,Research & Development,Research Director,5768,12,3,1,No,4,Human Resources,Divorced,3
32,No,Research & Development,Laboratory Technician,8609,6,3,3,No,6,Life Sciences,Divorced,3
25,No,Human Resources,Human Resources,4849,5,4,4,No,11,Life Sciences,Married,3
36,No,Research & Development,Laboratory Technician,5143,0,4,4,No,19,Marketing,Divorced,3
31,No,Research & Development,Laboratory Technician,5075,9,3,3,No,6,Technical Degree,Married,3
33,Yes,Sales,Sales Executive,3931,25,2,2,No,8,Technical Degree,Single,3
30,No,Research & Development,Manufacturing Director,7121,2,4,4,No,1,Life Sciences,Single,3
35,No,Research & Development,Research Scientist,2524,6,2,4,No,3,Human Resources,Divorced,3
34,Yes,Sales,Sales Representative,5564,0,3,3,No,4,Life Sciences,Divorced,3
18,No,Research & Development,Research Scientist,3679,8,4,4,No,2,Life Sciences,Married,3
34,No,Research & Development,Laboratory Technician,13428,35,4,4,No,20,Marketing,Married,3
30,Yes,Research & Development,Manufacturing Director,2502,0,3,3,No,32,Medical,Single,4
27,No,Sales,Sales Representative,1910,3,4,3,No,17,Other,Married,3
32,No,Sales,Sales Representative,11604,2,1,3,No,2,Life Sciences,Single,3
38,No,Research & Development,Research Scientist,6591,2,2,1,Yes,1,Other,Divorced,3
59,Yes,Sales,Sales Executive,7264,2,1,1,Yes,12,Technical Degree,Divorced,3
23,No,Research & Development,Healthcare Representative,1629,5,4,2,Yes,7,Life Sciences,Married,3
36,No,Research & Development,Healthcare Representative,14843,6,3,3,No,6,Technical Degree,Married,3
19,Yes,Research & Development,Manufacturing Director,2313,10,3,1,No,1,Technical Degree,Divorced,3
24,No,Research & Development,Manufacturing Director,12782,2,1,3,No,1,Other,Single,3
39,No,Research & Development,Research Scientist,5400,3,4,4,No,1,Other,Single,3
53,Yes,Research & Development,Laboratory Technician,11166,9,3,2,No,3,Human Resources,Married,4
44,No,Sales,Manager,6189,3,4,3,No,16,Medical,Divorced,3
38,No,Research & Development,Manufacturing Director,4511,3,4,3,No,6,Human Resources,Single,3
37,No,Sales,Manager,5158,1,4,3,No,2,Other,Single,4
56,No,Research & Development,Manufacturing Director,7925,0,3,2,Yes,9,Life Sciences,Married,4
42,Yes,Research & Development,Manufacturing Director,2755,14,4,4,No,12,Marketing,Divorced,3
39,Yes,Research & Development,Healthcare Representative,1450,18,4,2,Yes,3,Other,Divorced,3
45,No,Research & Development,Research Director,6157,5,2,3,No,12,Medical,Divorced,3
40,No,Research & Development,Healthcare Representative,4635,4,4,4,Yes,7,Other,Divorced,4
40,Yes,Research & Development,Research Director,5383,12,4,3,No,24,Other,Divorced,3
55,No,Research & Development,Laboratory Technician,2094,4,1,4,No,8,Other,Divorced,3
44,Yes,Sales,Manager,2955,0,4,2,Yes,1,Human Resources,Divorced,3
39,Yes,Research & Development,Research Scientist,7878,1,2,3,No,2,Medical,Divorced,3
33,No,Research & Development,Manufacturing Director,1963,0,4,2,No,1,Medical,Single,4
38,No,Sales,Sales Representative,5417,24,3,3,No,1,Marketing,Married,3
52,No,Sales,Sales Executive,9174,5,3,2,No,3,Human Resources,Divorced,4
29,Yes,Research & Development,Manufacturing Director,3596,0,2,3,Yes,6,Medical,Single,4
22,No,Research & Development,Manufacturing Director,2515,4,2,3,No,17,Human Resources,Married,3
26,No,Research & Development,Research Scientist,3703,10,3,2,Yes,1,Technical Degree,Married,3
18,No,Sales,Sales Executive,10046,6,4,4,No,1,Other,Divorced,3
54,Yes,Research & Development,Research Scientist,7176,1,3,2,No,3,Technical Degree,Single,3
51,No,Sales,Manager,3406,1,4,3,No,3,Life Sciences,Divorced,3
54,No,Research & Development,Research Director,4308,3,2,2,Yes,3,Human Resources,Divorced,3
44,No,Research & Development,Laboratory Technician,4926,8,4,1,Yes,1,Technical Degree,Married,3
31,No,Research & Development,Healthcare Representative,8642,11,1,2,No,4,Medical,Married,3
34,No,Research & Development,Healthcare Representative,3410,12,1,4,No,1,Human Resources,Divorced,3
41,No,Research & Development,Manufacturing Director,9814,7,4,2,No,11,Marketing,Divorced,3
28,Yes,Research & Development,Manufacturing Director,6771,3,3,1,No,1,Other,Single,3
37,Yes,Research & Development,Research Scientist,8861,1,1,3,Yes,6,Other,Married,4
39,No,Research & Development,Research Director,7291,4,4,3,No,3,Other,Single,3
45,No,Research & Development,Research Scientist,5454,19,1,3,No,8,Technical Degree,Single,3
52,No,Sales,Manager,6250,1,4,3,No,3,Technical Degree,Single,3
18,No,Research & Development,Healthcare Representative,6096,0,3,3,No,21,Medical,Single,3
28,Yes,Research & Development,Manufacturing Director,5170,18,3,1,No,8,Medical,Divorced,3
36,Yes,Research & Development,Healthcare Representative,4451,11,1,4,Yes,16,Technical Degree,Single,3
33,Yes,Research & Development,Research Director,4206,2,3,3,No,9,Technical Degree,Married,3
18,No,Research & Development,Research Director,3346,12,2,1,No,2,Medical,Married,4
59,No,Research & Development,Research Scientist,4654,2,4,3,No,1,Life Sciences,Divorced,3
34,No,Sales,Sales Representative,8912,6,4,4,No,2,Technical Degree,Divorced,3
37,No,Research & Development,Laboratory Technician,4462,7,2,2,No,10,Medical,Divorced,3
41,Yes,Human Resources,Human Resources,3611,1,1,4,No,4,Other,Divorced,3
33,No,Research & Development,Research Director,7494,5,3,3,No,1,Human Resources,Married,3
27,No,Research & Development,Manufacturing Director,6507,3,4,2,No,12,Other,Single,3
34,No,Human Resources,Manager,11414,5,3,3,No,3,Marketing,Married,3
40,No,Sales,Sales Representative,7326,7,3,4,No,18,Medical,Married,3
27,No,Human Resources,Manager,7572,5,3,2,No,3,Human Resources,Married,3
44,No,Human Resources,Human Resources,5788,7,3,3,No,29,Human Resources,Divorced,3
39,No,Research & Development,Healthcare Representative,6490,18,3,4,No,1,Other,Single,4
58,No,Research & Development,Laboratory Technician,2440,1,3,4,Yes,2,Other,Divorced,3
44,No,Research & Development,Healthcare Representative,6796,20,3,2,No,13,Marketing,Divorced,3
38,No,Research & Development,Manufacturing Director,6030,3,4,1,No,4,Other,Divorced,3
40,No,Sales,Sales Representative,3164,11,4,2,No,24,Human Resources,Married,3
34,No,Research & Development,Manufacturing Director,5409,13,4,1,Yes,1,Human Resources,Single,3
21,No,Research & Development,Research Scientist,5541,16,3,1,No,6,Life Sciences,Divorced,3
38,Yes,Sales,Sales Executive,4360,38,2,3,No,11,Medical,Married,3
21,Yes,Human Resources,Manager,14059,7,4,4,Yes,3,Life Sciences,Divorced,3
44,No,Research & Development,Healthcare Representative,6440,9,4,2,No,13,Human Resources,Single,3
38,No,Research & Development,Healthcare Representative,4391,5,2,3,No,2,Life Sciences,Divorced,3
46,No,Research & Development,Research Director,5397,18,3,4,No,12,Other,Divorced,3
43,No,Research & Development,Research Director,6356,3,3,4,No,3,Human Resources,Divorced,3
26,No,Research & Development,Healthcare Representative,5500,2,4,3,No,13,Life Sciences,Married,4
33,Yes,Sales,Sales Representative,13528,2,4,4,Yes,8,Other,Married,3
32,Yes,Research & Development,Research Director,7698,20,2,3,No,2,Other,Married,3
30,No,Research & Development,Laboratory Technician,8723,5,1,2,No,1,Technical Degree,Single,3
38,No,Research & Development,Healthcare Representative,5798,19,3,3,No,9,Human Resources,Divorced,3
52,Yes,Research & Development,Research Director,7566,32,1,3,No,9,Other,Single,3
41,Yes,Sales,Sales Representative,2637,0,2,4,No,6,Other,Single,4
50,No,Sales,Sales Executive,2247,9,4,4,No,2,Other,Divorced,3
40,Yes,Research & Development,Research Scientist,3392,7,1,4,Yes,5,Technical Degree,Married,3
30,No,Research & Development,Research Director,4681,3,4,4,No,4,Medical,Divorced,3
33,Yes,Human Resources,Manager,2146,11,3,2,No,1,Technical Degree,Divorced,3
36,Yes,Research & Development,Laboratory Technician,8317,2,2,4,Yes,4,Marketing,Divorced,3
18,No,Research & Development,Research Scientist,4082,3,4,3,No,20,Other,Divorced,4
44,No,Research & Development,Healthcare Representative,4321,2,2,2,No,5,Human Resources,Divorced,3
27,Yes,Research & Development,Healthcare Representative,6712,18,2,2,Yes,7,Other,Married,3
27,Yes,Sales,Manager,3014,6,4,4,Yes,2,Medical,Divorced,4
34,No,Sales,Sales Executive,5659,20,2,3,No,7,Medical,Married,3
36,No,Research & Development,Research Director,4284,0,3,2,No,1,Life Sciences,Married,3
33,No,Sales,Sales Executive,5368,0,3,3,No,26,Other,Married,3
18,No,Research & Development,Healthcare Representative,3542,20,3,3,Yes,1,Medical,Divorced,4
28,No,Research & Development,Research Director,4566,12,1,4,Yes,19,Human Resources,Divorced,3
20,Yes,Sales,Sales Executive,6758,1,4,3,No,1,Marketing,Married,3
41,No,Research & Development,Laboratory Technician,4583,20,1,2,No,4,Human Resources,Divorced,3
48,No,Sales,Sales Executive,6069,1,1,4,No,8,Other,Married,3
31,No,Research & Development,Manufacturing Director,9550,1,4,3,No,3,Life Sciences,Married,4
43,No,Human Resources,Manager,3573,3,4,3,No,5,Marketing,Single,3
50,No,Sales,Manager,3934,6,3,2,No,1,Marketing,Divorced,3
35,No,Human Resources,Manager,4854,1,3,3,No,2,Marketing,Divorced,3
41,No,Research & Development,Laboratory Technician,1860,1,3,4,No,16,Life Sciences,Single,3
38,No,Sales,Sales Executive,18844,3,1,3,Yes,1,Human Resources,Divorced,3
35,No,Research & Development,Research Scientist,6856,9,3,3,Yes,25,Medical,Divorced,3
29,No,Research & Development,Laboratory Technician,4308,7,1,3,Yes,8,Technical Degree,Single,4
37,No,Research & Development,Laboratory Technician,9638,4,4,4,No,3,Other,Divorced,3
29,No,Sales,Sales Representative,1198,12,4,3,Yes,17,Life Sciences,Divorced,3
36,Yes,Research & Development,Laboratory Technician,4156,29,1,3,No,21,Other,Married,4
38,Yes,Sales,Sales Executive,3466,2,3,1,Yes,10,Life Sciences,Single,3
28,No,Research & Development,Healthcare Representative,6546,6,4,2,No,8,Human Resources,Single,3
26,No,Research & Development,Healthcare Representative,5637,3,2,3,No,5,Technical Degree,Divorced,4
49,No,Sales,Sales Representative,4015,5,3,1,No,2,Life Sciences,Married,4
40,No,Research & Development,Research Scientist,7128,2,3,4,No,1,Other,Divorced,3
37,Yes,Research & Development,Research Director,3827,13,3,3,No,4,Other,Divorced,3
40,No,Research & Development,Research Scientist,7462,0,2,1,No,12,Life Sciences,Married,3
53,Yes,Research & Development,Research Director,6438,24,1,4,Yes,4,Other,Married,4
60,No,Human Resources,Human Resources,5362,8,4,2,No,5,Technical Degree,Married,3
43,No,Research & Development,Manufacturing Director,4949,5,4,2,No,15,Life Sciences,Married,3
46,No,Research & Development,Laboratory Technician,5423,12,1,4,No,2,Medical,Divorced,4
31,No,Research & Development,Manufacturing Director,7318,0,3,2,No,2,Human Resources,Married,3
45,Yes,Sales,Manager,3442,1,3,4,No,14,Other,Divorced,3
39,No,Sales,Manager,6547,7,3,3,Yes,13,Life Sciences,Divorced,3
34,Yes,Research & Development,Research Director,7000,2,4,4,No,1,Life Sciences,Single,3
46,No,Research & Development,Research Director,4069,20,4,3,No,3,Human Resources,Divorced,3
44,Yes,Sales,Sales Executive,4384,1,2,4,Yes,13,Other,Divorced,3
21,Yes,Sales,Manager,5978,0,1,2,Yes,12,Technical Degree,Divorced,3
43,No,Research & Development,Research Director,4587,16,4,4,No,4,Medical,Single,3
18,No,Research & Development,Research Director,3908,29,4,3,No,2,Medical,Single,3
34,No,Research & Development,Laboratory Technician,4802,11,3,3,Yes,1,Human Resources,Single,4
23,No,Research & Development,Research Director,3095,13,4,3,No,13,Human Resources,Single,3
41,No,Research & Development,Healthcare Representative,7712,0,2,2,Yes,21,Marketing,Single,3
45,No,Sales,Sales Executive,2287,5,2,2,Yes,6,Technical Degree,Married,3
30,Yes,Human Resources,Manager,4776,9,2,3,Yes,7,Other,Single,3
29,Yes,Human Resources,Human Resources,2680,4,4,4,Yes,1,Life Sciences,Single,3
28,No,Sales,Sales Representative,3997,7,4,4,No,8,Marketing,Divorced,4
29,Yes,Sales,Manager,11368,1,3,1,No,2,Human Resources,Single,3
36,No,Sales,Manager,8617,5,3,3,Yes,12,Marketing,Married,3
28,Yes,Sales,Sales Executive,6882,2,3,3,No,8,Medical,Single,3
27,Yes,Research & Development,Manufacturing Director,2722,4,2,4,No,1,Marketing,Single,3
32,No,Sales,Manager,4215,5,4,3,Yes,4,Technical Degree,Married,3
54,No,Research & Development,Manufacturing Director,5147,0,3,2,No,9,Marketing,Married,3
30,Yes,Sales,Manager,3446,30,2,2,No,17,Other,Divorced,3
52,No,Sales,Sales Executive,6294,9,3,4,No,7,Medical,Divorced,3
46,Yes,Research & Development,Laboratory Technician,4707,1,3,2,No,1,Other,Single,3
40,No,Research & Development,Research Scientist,3677,0,1,2,No,25,Human Resources,Divorced,3
37,No,Sales,Sales Executive,2192,5,2,4,No,22,Human Resources,Married,3
42,Yes,Research & Development,Research Director,6381,2,2,4,Yes,1,Life Sciences,Divorced,3
37,No,Research & Development,Healthcare Representative,4967,5,1,3,No,1,Human Resources,Married,3
45,No,Sales,Manager,5499,7,4,1,No,15,Marketing,Married,3
42,No,Human Resources,Human Resources,4163,14,4,3,Yes,6,Human Resources,Divorced,3
39,Yes,Research & Development,Healthcare Representative,5393,0,4,4,No,1,Human Resources,Divorced,3
49,No,Sales,Sales Executive,9965,30,3,2,No,15,Human Resources,Single,4
54,No,Research & Development,Laboratory Technician,2925,13,3,2,Yes,1,Human Resources,Divorced,3
29,No,Sales,Sales Executive,2942,5,3,3,Yes,1,Medical,Married,3
33,Yes,Research & Development,Laboratory Technician,4496,15,3,2,Yes,33,Human Resources,Divorced,3
46,No,Research & Development,Laboratory Technician,7362,10,3,3,Yes,23,Technical Degree,Married,3
40,Yes,Sales,Sales Executive,5877,1,1,4,No,18,Technical Degree,Single,3
22,Yes,Sales,Sales Executive,4430,8,3,1,Yes,4,Medical,Single,3
29,Yes,Research & Development,Laboratory Technician,4504,4,1,2,Yes,17,Marketing,Married,4
25,No,Research & Development,Manufacturing Director,3145,5,4,4,Yes,1,Life Sciences,Single,3
41,Yes,Research & Development,Healthcare Representative,7661,21,3,4,No,16,Human Resources,Divorced,3
19,No,Sales,Sales Representative,13540,14,1,2,No,1,Marketing,Divorced,3
27,No,Research & Development,Research Director,5948,13,3,4,No,2,Technical Degree,Divorced,3
28,Yes,Sales,Sales Representative,5114,3,3,2,Yes,13,Other,Single,4
40,Yes,Sales,Manager,4522,2,3,1,Yes,13,Medical,Divorced,3
46,No,Human Resources,Manager,4443,4,4,4,No,19,Marketing,Married,3
31,No,Sales,Sales Representative,5406,12,2,1,No,7,Life Sciences,Divorced,4
30,No,Human Resources,Human Resources,4688,9,3,3,No,6,Medical,Single,3
46,No,Research & Development,Research Director,5222,5,2,4,No,2,Medical,Single,3
35,Yes,Research & Development,Laboratory Technician,8933,9,1,3,No,14,Human Resources,Divorced,3
47,No,Sales,Sales Executive,2525,9,4,3,No,5,Technical Degree,Married,3
53,No,Research & Development,Research Scientist,8065,18,3,2,No,17,Technical Degree,Married,3
27,No,Research & Development,Laboratory Technician,4297,22,3,4,Yes,7,Other,Married,3
53,Yes,Research & Development,Research Scientist,8912,0,2,1,No,8,Medical,Divorced,3
21,Yes,Research & Development,Research Director,5917,1,1,4,No,1,Other,Divorced,3
44,No,Research & Development,Research Scientist,9101,3,2,4,No,3,Medical,Single,3
31,Yes,Research & Development,Laboratory Technician,2075,1,1,3,Yes,15,Medical,Divorced,4
49,No,Sales,Sales Representative,4615,10,4,2,No,8,Human Resources,Divorced,4
35,No,Research & Development,Research Scientist,5816,31,3,3,No,2,Other,Divorced,3
34,No,Sales,Sales Representative,3288,10,3,2,No,8,Medical,Married,4
36,No,Research & Development,Research Director,2560,7,1,1,Yes,2,Technical Degree,Single,3
40,No,Research & Development,Laboratory Technician,3220,6,2,1,Yes,4,Human Resources,Single,3
44,No,Research & Development,Research Director,14311,1,2,3,No,12,Medical,Divorced,3
44,No,Research & Development,Research Director,4205,0,4,3,No,1,Other,Divorced,3
34,No,Research & Development,Healthcare Representative,3731,15,3,3,Yes,11,Human Resources,Divorced,3
18,Yes,Research & Development,Research Scientist,6106,6,2,4,No,3,Technical Degree,Single,3
32,Yes,Research & Development,Research Scientist,3261,7,2,4,Yes,12,Human Resources,Divorced,3
38,No,Sales,Manager,7676,3,2,3,No,43,Medical,Divorced,4
32,Yes,Research & Development,Research Scientist,1151,8,1,2,Yes,1,Human Resources,Divorced,3
36,No,Research & Development,Research Scientist,10388,2,1,3,Yes,8,Human Resources,Divorced,4
35,Yes,Sales,Sales Executive,2352,24,4,4,No,43,Other,Single,3
47,No,Sales,Manager,6894,10,3,4,No,3,Life Sciences,Divorced,3
50,No,Research & Development,Manufacturing Director,3846,0,4,3,Yes,4,Marketing,Single,3
38,No,Sales,Manager,5968,2,3,3,No,10,Medical,Married,3
21,Yes,Research & Development,Manufacturing Director,3536,10,4,2,Yes,1,Other,Divorced,3
36,Yes,Research & Development,Research Director,5691,2,4,3,No,1,Medical,Married,3
21,No,Human Resources,Manager,8143,6,4,2,No,28,Life Sciences,Married,3
51,No,Research & Development,Research Director,8073,3,2,3,Yes,4,Technical Degree,Married,3
36,Yes,Sales,Sales Executive,6149,24,1,3,Yes,14,Other,Single,3
37,No,Sales,Manager,4974,14,4,2,Yes,1,Human Resources,Single,3
40,No,Research & Development,Manufacturing Director,3084,2,2,3,No,15,Other,Married,3
45,Yes,Research & Development,Manufacturing Director,6021,2,2,3,Yes,15,Medical,Married,3
50,No,Sales,Manager,4446,2,3,1,No,1,Marketing,Divorced,3
43,No,Research & Development,Manufacturing Director,3835,0,3,3,No,21,Human Resources,Married,3
39,No,Sales,Manager,12182,16,2,3,No,6,Medical,Married,3
34,No,Sales,Manager,10869,22,2,3,No,9,Technical Degree,Single,4
47,No,Research & Development,Healthcare Representative,2121,1,3,2,No,6,Technical Degree,Married,3
44,No,Sales,Sales Representative,5811,1,4,2,Yes,1,Other,Married,3
38,No,Research & Development,Laboratory Technician,4799,3,2,3,No,16,Other,Single,3
44,No,Research & Development,Laboratory Technician,2550,29,1,4,No,2,Other,Single,4
27,Yes,Research & Development,Research Scientist,3761,1,4,3,No,2,Technical Degree,Married,3
38,No,Sales,Manager,4919,8,2,4,No,1,Other,Divorced,3
33,Yes,Research & Development,Research Scientist,3751,4,3,2,Yes,12,Other,Single,4
27,No,Research & Development,Research Scientist,3270,1,1,3,No,11,Technical Degree,Divorced,3
47,Yes,Sales,Sales Representative,2776,3,2,3,Yes,1,Marketing,Single,3
29,Yes,Research & Development,Healthcare Representative,6924,3,1,2,No,14,Life Sciences,Divorced,3
51,No,Research & Development,Manufacturing Director,5560,12,4,1,Yes,9,Technical Degree,Divorced,3
39,No,Human Resources,Manager,5209,1,4,2,No,1,Human Resources,Single,3
26,No,Research & Development,Laboratory Technician,1412,30,3,3,Yes,16,Technical Degree,Single,3
37,No,Research & Development,Laboratory Technician,4353,0,1,3,Yes,1,Human Resources,Married,3
29,Yes,Sales,Sales Executive,3922,6,3,3,Yes,1,Human Resources,Divorced,3
33,No,Research & Development,Research Director,4293,6,3,3,No,5,Human Resources,Single,3
46,Yes,Sales,Manager,10828,5,3,3,No,7,Medical,Divorced,3
42,No,Sales,Sales Executive,5681,3,4,3,Yes,7,Life Sciences,Married,3
36,Yes,Human Resources,Manager,5031,0,3,2,Yes,7,Technical Degree,Married,3
43,Yes,Sales,Manager,6463,1,2,2,No,26,Life Sciences,Divorced,3
25,No,Research & Development,Research Scientist,10814,3,1,1,No,5,Human Resources,Married,3
35,No,Research & Development,Research Director,2016,4,3,4,No,8,Marketing,Married,4
34,Yes,Research & Development,Healthcare Representative,6440,0,2,2,No,9,Medical,Married,3
40,No,Sales,Sales Representative,2929,9,4,4,Yes,3,Marketing,Single,3
38,No,Research & Development,Manufacturing Director,7382,9,3,1,Yes,6,Human Resources,Single,3
44,No,Sales,Manager,6646,3,4,3,No,12,Life Sciences,Divorced,4
26,No,Research & Development,Healthcare Representative,4204,1,3,4,No,1,Human Resources,Married,3
28,No,Research & Development,Manufacturing Director,3342,9,1,3,No,2,Human Resources,Married,3
30,No,Research & Development,Laboratory Technician,13308,2,4,4,No,1,Technical Degree,Divorced,3
31,No,Sales,Sales Representative,5193,2,4,2,No,12,Life Sciences,Married,3
31,No,Research & Development,Research Scientist,10191,1,3,4,No,1,Technical Degree,Divorced,3
50,No,Research & Development,Laboratory Technician,6647,5,4,3,No,1,Medical,Married,3
36,No,Human Resources,Manager,2793,2,4,3,Yes,18,Human Resources,Divorced,3
19,No,Research & Development,Research Scientist,3836,1,2,3,No,1,Marketing,Single,3
44,Yes,Sales,Sales Representative,8094,0,3,1,No,21,Other,Divorced,3
41,Yes,Human Resources,Manager,6105,5,2,2,No,8,Medical,Married,3
22,No,Sales,Sales Representative,4475,6,4,3,No,7,Human Resources,Married,3
34,No,Sales,Sales Executive,6105,0,4,2,No,1,Other,Single,3
38,No,Sales,Sales Representative,3924,12,3,4,Yes,3,Medical,Divorced,3
53,No,Research & Development,Laboratory Technician,2555,10,3,3,No,3,Medical,Single,3
26,No,Research & Development,Laboratory Technician,6021,3,3,3,Yes,23,Human Resources,Married,3
